书桌,大件垃圾
桌子,大件垃圾
家用吸尘器,可回收垃圾
阿司匹林,有害垃圾
阿尔卑斯糖,湿垃圾
艾草,湿垃圾
艾叶,湿垃圾
安全帽,可回收垃圾
安全套,干垃圾
按摩棒,干垃圾
密胺碗,可回收垃圾
密胺餐具,可回收垃圾
档案袋,可回收垃圾
肮脏塑料袋,干垃圾
棉袄,可回收垃圾
芭蕉叶,湿垃圾
八角,湿垃圾
八宝饭,湿垃圾
八宝粥,湿垃圾
锅巴,湿垃圾
泥巴,干垃圾
巴旦木壳,湿垃圾
扫把,干垃圾
拖把,干垃圾
旧拖把,干垃圾
浴霸灯,可回收垃圾
浴霸灯泡,有害垃圾
白菜,湿垃圾
白纸,可回收垃圾
百洁布,干垃圾
玻璃摆件,可回收垃圾
一般铁罐,可回收垃圾
板栗,湿垃圾
复印件版纸,可回收垃圾
干拌面,湿垃圾
搅拌棒,干垃圾
搅拌勺,干垃圾
花瓣,湿垃圾
衣服半成品,可回收垃圾
手办,可回收垃圾
蹄膀,湿垃圾
鸡翅膀,湿垃圾
蹄膀骨头,干垃圾
棒骨,干垃圾
胶棒,干垃圾
棉棒,干垃圾
蚌壳,干垃圾
包包,可回收垃圾
包子,湿垃圾
布包,可回收垃圾
包装薄膜,干垃圾
塑料薄膜,干垃圾
薄型塑料袋,干垃圾
保健品,有害垃圾
保龄球,干垃圾
保暖杯,可回收垃圾
汉堡,湿垃圾
汉堡包,湿垃圾
汉堡盒,干垃圾
宝特瓶,可回收垃圾
抱枕,可回收垃圾
报刊,可回收垃圾
报纸,可回收垃圾
海报,可回收垃圾
鲍鱼,干垃圾
鲍鱼壳,干垃圾
爆竹,干垃圾
爆米花,湿垃圾
铁杯,可回收垃圾
纸杯,干垃圾
旧背包,可回收垃圾
贝壳,干垃圾
扇贝,干垃圾
贝壳类,干垃圾
电脑设备,可回收垃圾
被单,可回收垃圾
被套,可回收垃圾
被芯,可回收垃圾
本子,可回收垃圾
绘本,可回收垃圾
课本,可回收垃圾
绷带,干垃圾
鼻毛,干垃圾
鼻屎,干垃圾
鼻涕纸,干垃圾
笔,干垃圾
笔袋,干垃圾
雪碧瓶,可回收垃圾
碧根果壳,干垃圾
冥币,干垃圾
游戏币,可回收垃圾
避孕套,干垃圾
避孕药,有害垃圾
用过的避孕套,干垃圾
鞭炮,干垃圾
牛鞭,湿垃圾
纸张鞭炮,干垃圾
编织袋,干垃圾
便签,干垃圾
变质食品,湿垃圾
变质的食物,湿垃圾
标签,干垃圾
鼠标,可回收垃圾
标签卡,干垃圾
手表,可回收垃圾
钟表,可回收垃圾
电表盒,可回收垃圾
别针,干垃圾
曲别针,干垃圾
瘪掉的篮球,可回收垃圾
冰袋,干垃圾
冰柜,可回收垃圾
冰糖,湿垃圾
葡萄柄,湿垃圾
游戏手柄,可回收垃圾
丙烯,干垃圾
饼干,湿垃圾
大饼,湿垃圾
粉饼,干垃圾
病人换下来的纸尿裤,干垃圾
玻璃,可回收垃圾
玻璃杯,可回收垃圾
玻璃尺,可回收垃圾
菠菜,湿垃圾
菠萝,湿垃圾
菠萝干,湿垃圾
数字音乐播放器,可回收垃圾
微波炉,可回收垃圾
铂金纸,干垃圾
铝箔,可回收垃圾
鋁箔,可回收垃圾
锡箔,干垃圾
鸭脖,湿垃圾
鸭脖子,湿垃圾
捕蚊灯,可回收垃圾
萝卜,湿垃圾
胡萝卜,湿垃圾
萝卜干,湿垃圾
不锈钢,可回收垃圾
不粘锅,可回收垃圾
尿不湿,干垃圾
布,可回收垃圾
布袋,可回收垃圾
电话簿,可回收垃圾
板擦儿,干垃圾
擦屎纸,干垃圾
擦手巾,干垃圾
药材,湿垃圾
彩笔,干垃圾
彩电,可回收垃圾
彩票,干垃圾
菜,湿垃圾
餐盒,干垃圾
餐巾,干垃圾
餐纸,干垃圾
西洋参,湿垃圾
蚕丝,可回收垃圾
蚕豆壳,湿垃圾
残羹,湿垃圾
残花,湿垃圾
残枝,湿垃圾
苍蝇,湿垃圾
苍蝇拍,干垃圾
草,湿垃圾
草莓,湿垃圾
厕纸,干垃圾
厕所纸,干垃圾
手册,可回收垃圾
相册,干垃圾
宣传册,可回收垃圾
插排,可回收垃圾
插头,可回收垃圾
插座,可回收垃圾
叉子,可回收垃圾
塑料叉子,干垃圾
一次性叉子,干垃圾
茶,湿垃圾
茶包,干垃圾
茶袋,干垃圾
搽鼻涕纸,干垃圾
火柴,干垃圾
硅胶铲,干垃圾
木铲板,可回收垃圾
电器产品,可回收垃圾
电子产品,可回收垃圾
水产类弃物,湿垃圾
常温牛奶盒,可回收垃圾
常温牛奶盒子,可回收垃圾
平常喝的茶叶,湿垃圾
长靴,可回收垃圾
长毛绒,可回收垃圾
长生果,湿垃圾
红肠,湿垃圾
香肠,湿垃圾
鱼肠,湿垃圾
唱片,干垃圾
黑胶唱片,干垃圾
超能胶,干垃圾
手抄报,干垃圾
点钞机,可回收垃圾
过朝食品,湿垃圾
防潮盒,可回收垃圾
防潮剂,干垃圾
吸潮剂,干垃圾
炒面,湿垃圾
炒板栗,湿垃圾
炒花生壳,湿垃圾
尘土,干垃圾
灰尘,干垃圾
陈皮,湿垃圾
衬衫,可回收垃圾
衬衣,可回收垃圾
橙,湿垃圾
橙皮,湿垃圾
橙子,湿垃圾
中成药,有害垃圾
成人尿布,干垃圾
集成电路板,可回收垃圾
体重秤,可回收垃圾
吃过的甘蔗,湿垃圾
吃剩的快餐,湿垃圾
吃过的棒棒糖,干垃圾
钥匙,可回收垃圾
车钥匙,干垃圾
金属汤匙,可回收垃圾
電池,有害垃圾
蓄电池,有害垃圾
充电电池,有害垃圾
齿轮,可回收垃圾
牙齿,干垃圾
掉下来的牙齿,干垃圾
尺,干垃圾
尺子,可回收垃圾
铁尺,可回收垃圾
鸡翅,湿垃圾
鸡翅骨头,湿垃圾
白炽灯,有害垃圾
白炽灯泡,有害垃圾
充电宝,可回收垃圾
充电器,可回收垃圾
充电线,可回收垃圾
冲泡饮料,湿垃圾
虫,湿垃圾
虫子,湿垃圾
米虫,湿垃圾
宠物毛,干垃圾
抽纸,干垃圾
绸带,可回收垃圾
丝绸制品,可回收垃圾
臭豆腐,湿垃圾
臭鸡蛋,湿垃圾
臭袜子,干垃圾
打印出来的纸,可回收垃圾
厨余,湿垃圾
厨房纸,干垃圾
厨房垃圾,湿垃圾
除草剂,有害垃圾
除湿盒,可回收垃圾
除湿机,可回收垃圾
传单,可回收垃圾
传真机,可回收垃圾
传真纸,可回收垃圾
手串,干垃圾
窗帘,可回收垃圾
窗纱,干垃圾
床单,可回收垃圾
创可贴,干垃圾
创口贴,干垃圾
用的创可贴,干垃圾
吹风机,可回收垃圾
电吹风,可回收垃圾
锤子,可回收垃圾
铁锤,可回收垃圾
春梅,湿垃圾
唇膏,干垃圾
润唇膏,干垃圾
磁带,干垃圾
磁卡,干垃圾
磁铁,可回收垃圾
瓷片,干垃圾
瓷器,干垃圾
瓷碗,干垃圾
鱼刺,湿垃圾
一次性碗,干垃圾
一次塑料杯,干垃圾
一次性杯子,干垃圾
葱,湿垃圾
葱蒜,湿垃圾
大葱,湿垃圾
醋瓶,可回收垃圾
脆骨,湿垃圾
水果脆,湿垃圾
内存条,可回收垃圾
3.5英寸软盘,干垃圾
打包袋,干垃圾
打包盒,干垃圾
打底裤,可回收垃圾
担担面,湿垃圾
鸡毛掸,干垃圾
鸡毛掸子,干垃圾
海胆,湿垃圾
海胆壳,干垃圾
鸡旦壳,湿垃圾
淡菜,湿垃圾
弹簧,可回收垃圾
子弹,干垃圾
蛋,湿垃圾
蛋糕,湿垃圾
蛋黄,湿垃圾
麦当劳纸袋,可回收垃圾
刀片,可回收垃圾
飞刀,可回收垃圾
剪刀,可回收垃圾
导线,可回收垃圾
塑料管道,可回收垃圾
拍立得,可回收垃圾
的确良,可回收垃圾
破的碗,干垃圾
贝壳的肉,湿垃圾
灯管,有害垃圾
灯泡,有害垃圾
登山杖,可回收垃圾
低温牛奶盒子,可回收垃圾
竹笛,干垃圾
底片,干垃圾
粉底,干垃圾
地毯,可回收垃圾
烟蒂,干垃圾
香烟蒂,干垃圾
抽完的烟蒂,干垃圾
快递袋,干垃圾
快递盒,可回收垃圾
快递箱,可回收垃圾
糕点,湿垃圾
早点盒,干垃圾
垫子,可回收垃圾
护垫,干垃圾
电灯,可回收垃圾
电锅,可回收垃圾
淀粉,湿垃圾
木雕,可回收垃圾
掉落的头发,干垃圾
吊牌,干垃圾
衣服吊牌,干垃圾
钓鱼竿,干垃圾
钓鱼钩,干垃圾
钓鱼线,干垃圾
空调,可回收垃圾
空调机,可回收垃圾
空调扇,可回收垃圾
碟片,干垃圾
光碟,干垃圾
碗碟,干垃圾
丁字裤,干垃圾
铁钉,可回收垃圾
图钉,干垃圾
洋钉,可回收垃圾
机顶盒,可回收垃圾
吸顶灯,有害垃圾
电视机顶盒,可回收垃圾
订书钉,干垃圾
订书机,可回收垃圾
订书针,干垃圾
冬瓜,湿垃圾
冬笋壳,湿垃圾
冬枣核,湿垃圾
动物毛,干垃圾
果冻,湿垃圾
果冻盒,干垃圾
冷冻食品,湿垃圾
电熨斗,可回收垃圾
水斗漏网,干垃圾
大豆,湿垃圾
豆腐,湿垃圾
豆类,湿垃圾
毒鼠强,有害垃圾
杀毒剂,有害垃圾
消毒药片,有害垃圾
电子书阅读器,可回收垃圾
杜蕾斯,干垃圾
温度计,有害垃圾
废温度计,有害垃圾
电子温度计,可回收垃圾
短裤,干垃圾
缎带,可回收垃圾
多肉,湿垃圾
多肉植物,湿垃圾
养乐多瓶,可回收垃圾
花朵,湿垃圾
鹅,湿垃圾
儿童玩具,可回收垃圾
婴儿尿布,干垃圾
耳环,可回收垃圾
耳机,可回收垃圾
耳屎,干垃圾
二手衣物,可回收垃圾
发胶,干垃圾
发蜡,干垃圾
发票,干垃圾
盐酸伐昔洛韦片,有害垃圾
书法纸,可回收垃圾
帆布包,可回收垃圾
番茄,湿垃圾
番薯,湿垃圾
番茄酱,湿垃圾
饭,湿垃圾
菜饭,湿垃圾
饭菜,湿垃圾
魔方,干垃圾
方便筷,干垃圾
方便面,湿垃圾
防腐剂,干垃圾
纺织布,可回收垃圾
纺织品,可回收垃圾
纺织物,可回收垃圾
放大镜,可回收垃圾
录放机,可回收垃圾
咖啡,湿垃圾
咖啡包,湿垃圾
咖啡袋,干垃圾
飞机杯,干垃圾
肥料,干垃圾
肥皂,干垃圾
花肥,干垃圾
夫妻肺片,湿垃圾
废铝,可回收垃圾
废书,可回收垃圾
废铁,可回收垃圾
电费账单,可回收垃圾
粉笔,干垃圾
信封,可回收垃圾
封箱带,干垃圾
密封袋,干垃圾
蜂蜜罐,可回收垃圾
风扇,可回收垃圾
风衣,可回收垃圾
风筝,干垃圾
缝纫针,干垃圾
敷料,干垃圾
护肤品,干垃圾
润肤霜,可回收垃圾
护肤霜瓶,可回收垃圾
服装,可回收垃圾
衣服,可回收垃圾
废衣服,可回收垃圾
腐肉,湿垃圾
复写纸,干垃圾
复印机,可回收垃圾
复印纸,可回收垃圾
富贵竹,湿垃圾
高附加值可回收物,可回收垃圾
咖啡纸杯(内表面附塑料膜),干垃圾
涂改笔,干垃圾
氯化钙除湿剂,干垃圾
笔盖,干垃圾
锅盖,干垃圾
铝盖,可回收垃圾
干果,湿垃圾
干花,湿垃圾
甘蔗,湿垃圾
甘蔗皮,干垃圾
甘蔗渣,湿垃圾
笔杆,干垃圾
晾衣杆,可回收垃圾
桔柑,湿垃圾
竹竿,干垃圾
鸡肝,湿垃圾
感光片,有害垃圾
感冒药,有害垃圾
感光胶片,有害垃圾
麦秆,湿垃圾
钢笔,干垃圾
烟缸,可回收垃圾
鱼缸,可回收垃圾
高粱,湿垃圾
乐高,可回收垃圾
高跟鞋,可回收垃圾
石膏,干垃圾
牙膏,干垃圾
糕饼,湿垃圾
草稿纸,可回收垃圾
写过的草稿纸,可回收垃圾
广告单,可回收垃圾
广告纸,可回收垃圾
小广告,可回收垃圾
大哥大,可回收垃圾
鸽子,湿垃圾
皮革,可回收垃圾
旧包皮革,可回收垃圾
皮革制品,可回收垃圾
蛤蜊,干垃圾
蛤蟆,湿垃圾
花蛤,干垃圾
隔离霜,干垃圾
隔夜菜,湿垃圾
个人计算机,可回收垃圾
各式皮包,可回收垃圾
各类刀、刀片,可回收垃圾
各类过期食品,湿垃圾
菜根,湿垃圾
树根,湿垃圾
菜梗,湿垃圾
桔梗,湿垃圾
菜梗菜叶,湿垃圾
工资卡,可回收垃圾
美工刀,可回收垃圾
公仔,可回收垃圾
公交卡,可回收垃圾
含汞体温计,有害垃圾
含汞温度计,有害垃圾
含汞血压计,有害垃圾
铁钩,可回收垃圾
勾线笔,干垃圾
水垢,干垃圾
购物纸袋,可回收垃圾
塑料购物袋,干垃圾
纸质购物袋,可回收垃圾
菌菇,湿垃圾
蘑菇,湿垃圾
香菇,湿垃圾
晒鼓墨盒,可回收垃圾
古筝,大件垃圾
大骨,干垃圾
谷物,湿垃圾
鸡屁股,湿垃圾
鸭屁股,湿垃圾
烟屁股,干垃圾
固体胶,干垃圾
雨刮器,干垃圾
刮胡子刀片,可回收垃圾
汽车雨刮器,干垃圾
瓜,湿垃圾
瓜果,湿垃圾
挂历,可回收垃圾
挂钟,可回收垃圾
挂号纸,可回收垃圾
铝管,可回收垃圾
吸管,干垃圾
罐头,可回收垃圾
铝罐,可回收垃圾
陶罐,干垃圾
光盘,干垃圾
光驱,可回收垃圾
玫瑰,湿垃圾
玫瑰花,湿垃圾
干枯玫瑰花,湿垃圾
硅胶,干垃圾
乌龟壳,干垃圾
桂圆,湿垃圾
桂圆核,湿垃圾
桂圆壳,湿垃圾
铁棍,可回收垃圾
冰棍棒,干垃圾
糖葫芦棍,干垃圾
锅,可回收垃圾
过滤盒,干垃圾
过滤器,干垃圾
哈密瓜皮,湿垃圾
孩子尿片,干垃圾
小孩尿布,干垃圾
海带,湿垃圾
有害垃圾,有害垃圾
含油抹布,干垃圾
焊丝,可回收垃圾
汗衫,可回收垃圾
记号笔,干垃圾
取号纸,干垃圾
喝过的茶叶,湿垃圾
喝完的药瓶,有害垃圾
喝过的茶叶渣,湿垃圾
荷包蛋,湿垃圾
果核,湿垃圾
梨核,湿垃圾
桃核,湿垃圾
糖和藕粉,湿垃圾
铝合金,可回收垃圾
复合包装,干垃圾
合金玩具,可回收垃圾
笔盒,可回收垃圾
饭盒,干垃圾
河豚,湿垃圾
贺卡,可回收垃圾
黑豆,湿垃圾
黑猪,湿垃圾
烘干机,可回收垃圾
烘手器,可回收垃圾
红笔,干垃圾
红薯,湿垃圾
猕猴桃,湿垃圾
厚纸板,可回收垃圾
厚塑料袋,干垃圾
厚型塑料袋,干垃圾
粉碎后的打印纸,干垃圾
洗净后的牛奶盒,可回收垃圾
打印后的彩色照片,有害垃圾
呼叫器,可回收垃圾
珊瑚,干垃圾
茶壶,干垃圾
油壶,可回收垃圾
玻璃壶,可回收垃圾
胡子,干垃圾
胡椒粉,湿垃圾
浆糊,干垃圾
虎牙,干垃圾
护目镜,干垃圾
花,湿垃圾
菜花,湿垃圾
华为手机,可回收垃圾
金华火腿,湿垃圾
精华液瓶,可回收垃圾
防滑垫,可回收垃圾
润滑剂,干垃圾
润滑油,干垃圾
画笔,干垃圾
画纸,可回收垃圾
胶画,干垃圾
绿化,湿垃圾
钢化膜,干垃圾
电话,可回收垃圾
话梅,湿垃圾
话筒,可回收垃圾
坏发卡,干垃圾
坏钢笔,干垃圾
手环,干垃圾
环保袋,可回收垃圾
黄豆,湿垃圾
黄瓜,湿垃圾
灰,干垃圾
徽章,干垃圾
回收物,可回收垃圾
回形针,干垃圾
可回收,可回收垃圾
花卉,湿垃圾
花卉绿植,湿垃圾
花卉植物,湿垃圾
会员卡,可回收垃圾
婚戒,可回收垃圾
结婚证书,可回收垃圾
活性炭,干垃圾
活性炭滤芯,干垃圾
火锅,湿垃圾
干货,湿垃圾
干垃圾,干垃圾
干拉圾,干垃圾
垃圾袋,干垃圾
火机,干垃圾
积木,可回收垃圾
木积木,可回收垃圾
塑料积木,可回收垃圾
冰激淋,湿垃圾
冰激凌,湿垃圾
冰激凌木棒,干垃圾
鸡,湿垃圾
鸡蛋,湿垃圾
书籍,可回收垃圾
水产及其加工食品,湿垃圾
食物残渣及宠物饲料,湿垃圾
急支糖浆,有害垃圾
月季,湿垃圾
药剂,有害垃圾
除湿剂,干垃圾
计算机,可回收垃圾
计算器,可回收垃圾
体温计,有害垃圾
笔记本,可回收垃圾
笔记本纸,可回收垃圾
夹克,可回收垃圾
衣夹,干垃圾
马夹袋,干垃圾
家电,可回收垃圾
废家电,可回收垃圾
加湿器,可回收垃圾
加工类食品,湿垃圾
肉蛋加工食品,湿垃圾
花甲,干垃圾
甲油,有害垃圾
甲鱼,湿垃圾
高铁酸钾,有害垃圾
假发,干垃圾
假牙,干垃圾
假发套,干垃圾
铁架,可回收垃圾
坚果,干垃圾
坚果壳,干垃圾
坚果果壳,干垃圾
卫生间纸,干垃圾
打印间碎纸,可回收垃圾
卫生间废纸,干垃圾
煎鍋,可回收垃圾
生煎,湿垃圾
生煎包,湿垃圾
碱性无汞电池,干垃圾
剪纸,干垃圾
剪子,可回收垃圾
键盘,可回收垃圾
废键盘,可回收垃圾
文件袋,干垃圾
文件夹,可回收垃圾
过期保健品,有害垃圾
蜜饯,湿垃圾
姜,湿垃圾
生姜,湿垃圾
麻将牌,干垃圾
麻将台,可回收垃圾
豆浆袋,干垃圾
豆浆袋子,干垃圾
果酱,湿垃圾
酱料,湿垃圾
酱汁,湿垃圾
可降解塑料,可回收垃圾
可降解垃圾袋,干垃圾
可降解塑料袋,干垃圾
香蕉,湿垃圾
烂香蕉,湿垃圾
菜椒,湿垃圾
花椒,湿垃圾
辣椒,湿垃圾
交通卡,可回收垃圾
木质搅拌棒,干垃圾
泔脚,湿垃圾
脚皮,干垃圾
猪脚,湿垃圾
菱角,湿垃圾
牛角,干垃圾
饺子,湿垃圾
水饺,湿垃圾
水饺袋,干垃圾
污染较严重的纸张,干垃圾
接线板,可回收垃圾
节能灯,有害垃圾
废节能灯,有害垃圾
节能灯管,有害垃圾
桔,湿垃圾
假睫毛,干垃圾
睫毛膏,干垃圾
睫毛刷,干垃圾
清洁瓶,可回收垃圾
毛豆结,湿垃圾
结成团的猫砂,干垃圾
戒指,可回收垃圾
金戒指,可回收垃圾
毛巾,干垃圾
湿巾,干垃圾
牛筋,湿垃圾
皮筋,干垃圾
黄金,可回收垃圾
金属,可回收垃圾
金鱼,湿垃圾
香烟灰烬,干垃圾
根茎蔬菜,湿垃圾
蔬菜茎叶,湿垃圾
水果茎枝,湿垃圾
液晶屏,可回收垃圾
液晶电视,可回收垃圾
鸡精,湿垃圾
味精,湿垃圾
镜子,干垃圾
墨镜,干垃圾
眼镜,干垃圾
净水器,可回收垃圾
干净塑料,可回收垃圾
净水滤芯,干垃圾
韭菜,湿垃圾
针灸针,干垃圾
酒酿,湿垃圾
酒瓶,可回收垃圾
旧报,可回收垃圾
旧书,可回收垃圾
旧鞋,可回收垃圾
聚乙烯饭盒,干垃圾
收据,干垃圾
数据线,可回收垃圾
皮具,可回收垃圾
蛋卷,湿垃圾
胶卷,有害垃圾
卷烟,干垃圾
杀菌剂,有害垃圾
无菌包装塑料,干垃圾
卡,干垃圾
开心果,湿垃圾
开心果壳,湿垃圾
旧报刊,可回收垃圾
糠,湿垃圾
糠饼,湿垃圾
考卷,可回收垃圾
考试卷,可回收垃圾
烤箱,可回收垃圾
烧烤棒,干垃圾
靠垫,可回收垃圾
靠枕,可回收垃圾
笔壳,干垃圾
咳嗽糖浆,有害垃圾
可擦笔,干垃圾
扑克,可回收垃圾
马克笔,干垃圾
空罐头,可回收垃圾
空酒瓶,可回收垃圾
遥控车,可回收垃圾
遥控器,可回收垃圾
空调遥控器,可回收垃圾
口红,干垃圾
口罩,干垃圾
纽扣,干垃圾
钮扣,干垃圾
纽扣电池,有害垃圾
枯叶,湿垃圾
枯枝,湿垃圾
干枯花,湿垃圾
裤袜,可回收垃圾
裤子,可回收垃圾
铁块,可回收垃圾
筷子,干垃圾
木筷,可回收垃圾
竹筷,干垃圾
快餐盒,干垃圾
塑料筐,可回收垃圾
塑料篮筐,可回收垃圾
塑料水果筐,可回收垃圾
相框,可回收垃圾
黑框眼镜,干垃圾
矿水瓶,可回收垃圾
矿泉水瓶,可回收垃圾
矿泉水瓶子,可回收垃圾
头盔,干垃圾
葵花籽,湿垃圾
葵花子壳,湿垃圾
葵花籽壳,湿垃圾
死昆虫,湿垃圾
垃圾桶,可回收垃圾
拉链,干垃圾
拉拉裤,干垃圾
蜡笔,干垃圾
蜡纸,干垃圾
腊肉,湿垃圾
辣酱,湿垃圾
辣条,湿垃圾
剩莱,湿垃圾
一次性莱盒,干垃圾
自来水滤芯,干垃圾
蓝莓干,湿垃圾
塑胶菜蓝子,可回收垃圾
花篮,干垃圾
篮球,可回收垃圾
竹篮,干垃圾
西兰花,湿垃圾
电缆,可回收垃圾
烂桔,湿垃圾
烂桃,湿垃圾
烂菜叶,湿垃圾
槟榔,湿垃圾
榔头,可回收垃圾
槟榔壳,湿垃圾
老鼠药,有害垃圾
死老鼠,湿垃圾
奶酪,湿垃圾
可乐杯,干垃圾
可乐罐,可回收垃圾
肋骨,干垃圾
肋排,湿垃圾
布类,可回收垃圾
蛋类,湿垃圾
擦眼泪的纸,干垃圾
瓦楞纸,可回收垃圾
冷饮,干垃圾
冷饮棒,干垃圾
冷饮袋,干垃圾
车厘子,湿垃圾
梨,湿垃圾
离心纸,干垃圾
钢笔里的墨囊,干垃圾
纸制糖果礼盒,可回收垃圾
荔枝核,湿垃圾
荔枝壳,湿垃圾
荔枝干壳,湿垃圾
栗子,湿垃圾
板栗壳,湿垃圾
可丽饼,湿垃圾
麦丽素,湿垃圾
日历,可回收垃圾
台历,可回收垃圾
便利贴,干垃圾
乐利包,可回收垃圾
利乐包,可回收垃圾
果粒,湿垃圾
牛肉粒包装袋,干垃圾
沥水架,可回收垃圾
磁力片,干垃圾
魔力擦,干垃圾
巧克力,湿垃圾
琉璃,可回收垃圾
联通卡,干垃圾
莲藕,湿垃圾
莲蓬,湿垃圾
莲雾,湿垃圾
连裤袜,可回收垃圾
连衣裙,可回收垃圾
骨肉相连,湿垃圾
洗脸巾,干垃圾
护脸霜瓶,可回收垃圾
塑料脸盆,可回收垃圾
项链,可回收垃圾
金属拉链,可回收垃圾
练习本,可回收垃圾
狗粮,湿垃圾
粮食,湿垃圾
猫粮,湿垃圾
凉皮,湿垃圾
凉席,干垃圾
空调两用风扇,可回收垃圾
少量泥土,干垃圾
晾衣架,可回收垃圾
塑料晾衣架,可回收垃圾
坏了的碗,可回收垃圾
破了的碗,可回收垃圾
坏了的玩具,可回收垃圾
布料,可回收垃圾
盘尼西林,有害垃圾
鱼鳞,湿垃圾
鱼鳞鱼肠,湿垃圾
冰淇淋,湿垃圾
零食,湿垃圾
零食袋,干垃圾
零食罐,干垃圾
哑铃,可回收垃圾
马铃薯,湿垃圾
马铃薯片,湿垃圾
领带,可回收垃圾
红领巾,可回收垃圾
毛领子,可回收垃圾
溜溜球,干垃圾
榴莲干,湿垃圾
榴莲核,干垃圾
榴莲壳,干垃圾
镇流器,可回收垃圾
电子镇流器,可回收垃圾
龙虾,湿垃圾
大龙虾,湿垃圾
龙虾壳,湿垃圾
鸟笼,干垃圾
芦荟,湿垃圾
芦稷,湿垃圾
芦稷皮,干垃圾
甜卢蜀,湿垃圾
炉渣,干垃圾
电磁炉,可回收垃圾
电暖炉,可回收垃圾
卤素灯,有害垃圾
卤素灯泡,有害垃圾
花露水瓶,可回收垃圾
沐浴露瓶,可回收垃圾
洗发露瓶,可回收垃圾
电路板,可回收垃圾
路由器,可回收垃圾
线路板,可回收垃圾
录像带,有害垃圾
录音机,可回收垃圾
铝,可回收垃圾
旅行袋,可回收垃圾
旅游时报,可回收垃圾
滤网,干垃圾
滤芯,干垃圾
绿豆,湿垃圾
绿萝,湿垃圾
海螺,干垃圾
花螺,干垃圾
螺帽,可回收垃圾
绿箩,湿垃圾
落发,干垃圾
落叶,湿垃圾
落花生,湿垃圾
姨妈巾,干垃圾
老干妈辣酱,湿垃圾
麻布,可回收垃圾
麻袋,干垃圾
麻绳,干垃圾
密码锁,可回收垃圾
马肉,湿垃圾
买菜的包装袋,干垃圾
麦子,湿垃圾
烧卖,湿垃圾
外卖盒,干垃圾
外卖餐盒,干垃圾
馒头,湿垃圾
蔓藤,湿垃圾
藤蔓,湿垃圾
漫画,可回收垃圾
漫画书,可回收垃圾
芒果,湿垃圾
芒果干,湿垃圾
芒果核,湿垃圾
貂毛,干垃圾
狗毛,干垃圾
帽子,可回收垃圾
浴帽,干垃圾
泡沫箱属于什么垃圾,可回收垃圾
杨梅,湿垃圾
发霉食物,湿垃圾
煤饼,干垃圾
煤灰,干垃圾
煤渣,干垃圾
没用过尿片,干垃圾
没用过的纸杯,干垃圾
没用过的尿不湿,干垃圾
眉笔,干垃圾
美瞳,干垃圾
门锁,可回收垃圾
柠檬,湿垃圾
米,湿垃圾
大米,湿垃圾
菠萝蜜,湿垃圾
棉,可回收垃圾
海绵,干垃圾
海绵垫,干垃圾
海绵纸,干垃圾
面,湿垃圾
面包,湿垃圾
灭火器,可回收垃圾
灭蚊剂,有害垃圾
废灭火器,可回收垃圾
玻璃器皿,可回收垃圾
明信片,干垃圾
三明治,湿垃圾
说明书,可回收垃圾
名画,干垃圾
名片,可回收垃圾
塑料模型,可回收垃圾
面膜,干垃圾
磨刀器,可回收垃圾
磨砂膏,干垃圾
摩丝,干垃圾
摩易擦,干垃圾
魔笔,干垃圾
抹布,干垃圾
废抹布,干垃圾
旧抹布,干垃圾
速溶饮料粉末,湿垃圾
墨粉,干垃圾
墨盒,可回收垃圾
默写本,可回收垃圾
泡沫,可回收垃圾
肉沫,湿垃圾
泡沫板,可回收垃圾
牡蛎壳,干垃圾
牡蛎肉,湿垃圾
吃剩下的牡蛎壳,干垃圾
屏幕,可回收垃圾
荧幕,可回收垃圾
电脑屏幕,可回收垃圾
树叶是那种垃圾,湿垃圾
收纳箱,可回收垃圾
塑料收纳盒,可回收垃圾
奶粉,湿垃圾
奶盒,可回收垃圾
南瓜,湿垃圾
南瓜皮,湿垃圾
南瓜子壳,湿垃圾
笔囊,干垃圾
胶囊,有害垃圾
墨囊,干垃圾
电脑,可回收垃圾
猪脑,湿垃圾
电脑包,可回收垃圾
闹钟,可回收垃圾
内裤,干垃圾
内衣,干垃圾
内脏,湿垃圾
花泥,干垃圾
尼龙绳,干垃圾
尼龙丝袜,干垃圾
尼龙制品,干垃圾
油腻的餐巾纸,干垃圾
年糕,湿垃圾
少年报,可回收垃圾
尿布,干垃圾
尿垫,干垃圾
尿裤,干垃圾
镍镉电池,有害垃圾
牛,湿垃圾
塑料纽扣,可回收垃圾
农药片,有害垃圾
圣女果,湿垃圾
女生内衣,干垃圾
女性卫生用品,干垃圾
暖瓶,可回收垃圾
保暖瓶,可回收垃圾
呕吐包,干垃圾
呕吐物,湿垃圾
布偶,可回收垃圾
玩偶,可回收垃圾
布玩偶,可回收垃圾
手帕,干垃圾
电蚊拍,可回收垃圾
大排,湿垃圾
鸡排,湿垃圾
铜牌,可回收垃圾
菠萝派,湿垃圾
U盘,可回收垃圾
乒乓板,干垃圾
乒乓球,可回收垃圾
日抛美瞳,干垃圾
灯炮,有害垃圾
泡面,湿垃圾
泡馍,湿垃圾
水培植物,湿垃圾
电脑配件,可回收垃圾
铝喷雾瓶,可回收垃圾
喷蟑螂瓶,有害垃圾
杀虫喷雾,有害垃圾
花盆,干垃圾
铝盆,可回收垃圾
盆栽,湿垃圾
帐篷,大件垃圾
